endTime,artistName,trackName,msPlayed,fecha,año_mes,hora,minutesPlayed
2025-10-18 22:08:00,Silvio Rodríguez,Qué Se Puede Hacer Con el Amor,3133,2025-10-18,2025-10,22,0.05
2025-10-18 22:08:00,Silvio Rodríguez,Debo Partirme en Dos,45535,2025-10-18,2025-10,22,0.76
2025-10-18 22:08:00,Silvio Rodríguez,Resumen de Noticias,5774,2025-10-18,2025-10,22,0.1
2025-10-18 22:08:00,Silvio Rodríguez,"La Familia, la Propiedad Privada y el Amor",1226,2025-10-18,2025-10,22,0.02
2025-10-18 22:11:00,Silvio Rodríguez,La Era Está Pariendo un Corazón,189845,2025-10-18,2025-10,22,3.16
2025-10-18 22:12:00,Silvio Rodríguez,Aunque No Esté de Moda,28369,2025-10-18,2025-10,22,0.47
2025-10-18 22:16:00,Jairo,El unicornio,245699,2025-10-18,2025-10,22,4.09
2025-10-18 22:21:00,Silvio Rodríguez,Unicornio,308510,2025-10-18,2025-10,22,5.14
2025-10-18 22:24:00,Jorge Drexler,Todo se transforma,7710,2025-10-18,2025-10,22,0.13
2025-10-18 22:49:00,Gustavo Cerati,Paisaje Porcelana,110907,2025-10-18,2025-10,22,1.85
2025-10-18 22:49:00,Gustavo Cerati,Paracaidas,15325,2025-10-18,2025-10,22,0.26
2025-10-18 22:50:00,Luca Prodan,Soul Love,26987,2025-10-18,2025-10,22,0.45
2025-10-18 22:53:00,Gustavo Cerati,La Costura De Dios,159235,2025-10-18,2025-10,22,2.65
2025-10-18 22:56:00,Gustavo Cerati,Kuro,223253,2025-10-18,2025-10,22,3.72
2025-10-19 12:24:00,Invisible,Que Ves el Cielo,4257,2025-10-19,2025-10,12,0.07
2025-10-19 15:01:00,Invisible,Que Ves el Cielo,19080,2025-10-19,2025-10,15,0.32
2025-10-19 18:26:00,Srta. Trueno Negro,Fusilada,115149,2025-10-19,2025-10,18,1.92
2025-10-19 19:03:00,Srta. Trueno Negro,Yendo a Comprar,34720,2025-10-19,2025-10,19,0.58
2025-10-19 19:07:00,Srta. Trueno Negro,Yendo a Comprar,194693,2025-10-19,2025-10,19,3.24
2025-10-19 19:10:00,Srta. Trueno Negro,El Backstage de la Zapatería,211335,2025-10-19,2025-10,19,3.52
2025-10-19 19:14:00,Srta. Trueno Negro,Se ha Ido,235082,2025-10-19,2025-10,19,3.92
2025-10-19 19:18:00,Srta. Trueno Negro,Ya No Me Acuerdo,230313,2025-10-19,2025-10,19,3.84
2025-10-19 19:21:00,Srta. Trueno Negro,El Pueblo Más Grande,172629,2025-10-19,2025-10,19,2.88
2025-10-19 19:23:00,Srta. Trueno Negro,La Cura,139865,2025-10-19,2025-10,19,2.33
2025-10-20 12:12:00,Arcade Fire,Sprawl II (Mountains Beyond Mountains),161800,2025-10-20,2025-10,12,2.7
2025-10-20 22:43:00,ROSALÍA,BIZCOCHITO,109120,2025-10-20,2025-10,22,1.82
2025-10-20 22:47:00,Bad Bunny,EoO,204768,2025-10-20,2025-10,22,3.41
2025-10-20 22:50:00,ROSALÍA,DIABLO,165520,2025-10-20,2025-10,22,2.76
2025-10-20 22:54:00,Bad Bunny,VeLDÁ,235337,2025-10-20,2025-10,22,3.92
2025-10-20 22:56:00,ROSALÍA,CHICKEN TERIYAKI,122227,2025-10-20,2025-10,22,2.04
2025-10-20 22:59:00,Bad Bunny,Neverita,173119,2025-10-20,2025-10,22,2.89
2025-10-20 23:03:00,ROSALÍA,CUUUUuuuuuute,150600,2025-10-20,2025-10,23,2.51
2025-10-20 23:07:00,ROSALÍA,SAOKO,17665,2025-10-20,2025-10,23,0.29
2025-10-20 23:07:00,Bad Bunny,Otro Atardecer,244444,2025-10-20,2025-10,23,4.07
2025-10-20 23:10:00,Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51/66",187500,2025-10-20,2025-10,23,3.12
2025-10-20 23:13:00,Tokischa,Linda,144019,2025-10-20,2025-10,23,2.4
2025-10-20 23:17:00,Bad Bunny,Moscow Mule,245940,2025-10-20,2025-10,23,4.1
2025-10-20 23:20:00,ROSALÍA,LA COMBI VERSACE,161267,2025-10-20,2025-10,23,2.69
2025-10-20 23:21:00,ROSALÍA,DELIRIO DE GRANDEZA,20419,2025-10-20,2025-10,23,0.34
2025-10-20 23:21:00,CA7RIEL & Paco Amoroso,EL ÚNICO,29280,2025-10-20,2025-10,23,0.49
2025-10-20 23:22:00,ROSALÍA,HENTAI,1445,2025-10-20,2025-10,23,0.02
2025-10-20 23:22:00,ROSALÍA,BAGDAD - Cap.7: Liturgia,24063,2025-10-20,2025-10,23,0.4
2025-10-20 23:22:00,Miranda!,Uno los Dos,3260,2025-10-20,2025-10,23,0.05
2025-10-20 23:22:00,Miranda!,Perfecta,2306,2025-10-20,2025-10,23,0.04
2025-10-20 23:22:00,Miranda!,Tu Misterioso Alguien,9507,2025-10-20,2025-10,23,0.16
2025-10-20 23:22:00,Bad Bunny,BAILE INoLVIDABLE,1428,2025-10-20,2025-10,23,0.02
2025-10-20 23:22:00,KAROL G,TQG,1482,2025-10-20,2025-10,23,0.02
2025-10-20 23:22:00,Trueno,REAL GANGSTA LOVE,23477,2025-10-20,2025-10,23,0.39
2025-10-20 23:22:00,ROSALÍA,DI MI NOMBRE - Cap.8: Éxtasis,4423,2025-10-20,2025-10,23,0.07
2025-10-20 23:25:00,Miranda!,Traición,180626,2025-10-20,2025-10,23,3.01
2025-10-20 23:27:00,Miranda!,Bailarina,84830,2025-10-20,2025-10,23,1.41
2025-10-20 23:31:00,Miranda!,Romix,234449,2025-10-20,2025-10,23,3.91
2025-10-20 23:37:00,Miranda!,Otra Vez (Vivo),182170,2025-10-20,2025-10,23,3.04
2025-10-20 23:38:00,Miranda!,Tu Juego,4769,2025-10-20,2025-10,23,0.08
2025-10-20 23:38:00,Miranda!,Navidad,1106,2025-10-20,2025-10,23,0.02
2025-10-20 23:38:00,Miranda!,Quereme… Tengo Frío,1523,2025-10-20,2025-10,23,0.03
2025-10-20 23:38:00,Miranda!,Mi Propia Vida,72660,2025-10-20,2025-10,23,1.21
2025-10-20 23:38:00,Miranda!,Vete de Aquí,7244,2025-10-20,2025-10,23,0.12
2025-10-20 23:38:00,Miranda!,Uno los Dos,1666,2025-10-20,2025-10,23,0.03
2025-10-20 23:46:00,Miranda!,Miranda Mix (Oíd Mortales Mix),491122,2025-10-20,2025-10,23,8.19
2025-10-20 23:50:00,Miranda!,Hola,184468,2025-10-20,2025-10,23,3.07
2025-10-20 23:53:00,Miranda!,El Profe,110707,2025-10-20,2025-10,23,1.85
2025-10-20 23:53:00,Miranda!,Mi Propia Vida,2282,2025-10-20,2025-10,23,0.04
2025-10-20 23:56:00,Miranda!,Extraño,15579,2025-10-20,2025-10,23,0.26
2025-10-20 23:56:00,Miranda!,Bailarina,436,2025-10-20,2025-10,23,0.01
2025-10-20 23:56:00,Miranda!,Traición,180633,2025-10-20,2025-10,23,3.01
2025-10-20 23:59:00,Miranda!,Lo Que Siento por Ti,191677,2025-10-20,2025-10,23,3.19
2025-10-21 00:01:00,Miranda!,Romance Juvenil,61515,2025-10-21,2025-10,0,1.03
2025-10-21 00:01:00,Miranda!,Nadie Como Tú,4739,2025-10-21,2025-10,0,0.08
2025-10-21 00:06:00,Miranda!,Gran Amistad,1978,2025-10-21,2025-10,0,0.03
2025-10-21 00:06:00,Miranda!,Ritmo y Decepción,156120,2025-10-21,2025-10,0,2.6
2025-10-21 00:09:00,Miranda!,Gran Amistad,6805,2025-10-21,2025-10,0,0.11
2025-10-21 00:09:00,Miranda!,Ritmo y Decepción,202508,2025-10-21,2025-10,0,3.38
2025-10-21 00:09:00,Miranda!,Ritmo y Decepción,5465,2025-10-21,2025-10,0,0.09
2025-10-21 00:10:00,Miranda!,Amor Amarillo - En Vivo,1390,2025-10-21,2025-10,0,0.02
2025-10-21 00:10:00,Miranda!,Perfecta - Version en Portugués,1704,2025-10-21,2025-10,0,0.03
2025-10-21 00:10:00,Miranda!,Perfecta - Version en Portugués,1679,2025-10-21,2025-10,0,0.03
2025-10-21 00:10:00,Miranda!,Enamorada - Version en Portugués,7180,2025-10-21,2025-10,0,0.12
2025-10-21 00:10:00,Miranda!,Enamorada - Version en Portugués,1684,2025-10-21,2025-10,0,0.03
2025-10-21 00:10:00,Miranda!,Mas de Lo Que Te Imaginas,2289,2025-10-21,2025-10,0,0.04
2025-10-21 00:10:00,Miranda!,10 Años Después,1372,2025-10-21,2025-10,0,0.02
2025-10-21 00:10:00,Miranda!,Ya las Quemé,2507,2025-10-21,2025-10,0,0.04
2025-10-21 00:10:00,Miranda!,Sé Mía,1712,2025-10-21,2025-10,0,0.03
2025-10-21 00:10:00,Miranda!,Miro la Vida Pasar,2955,2025-10-21,2025-10,0,0.05
2025-10-21 00:10:00,Miranda!,Gran Amistad,1096,2025-10-21,2025-10,0,0.02
2025-10-21 00:10:00,Miranda!,Ritmo y Decepción,1025,2025-10-21,2025-10,0,0.02
2025-10-21 00:10:00,Miranda!,Hola Probando,32915,2025-10-21,2025-10,0,0.55
2025-10-21 00:13:00,Miranda!,Lo Que Siento por Ti,191625,2025-10-21,2025-10,0,3.19
2025-10-21 00:43:00,Miranda!,Mentía,208533,2025-10-21,2025-10,0,3.48
2025-10-21 12:10:00,El Mató a un Policía Motorizado,El Mundo Extraño,2146,2025-10-21,2025-10,12,0.04
2025-10-21 14:48:00,Srta. Trueno Negro,La Cura,192821,2025-10-21,2025-10,14,3.21
2025-10-21 14:52:00,Srta. Trueno Negro,Se ha Ido,235904,2025-10-21,2025-10,14,3.93
2025-10-21 14:56:00,Srta. Trueno Negro,Yendo a Comprar,195595,2025-10-21,2025-10,14,3.26
2025-10-21 14:59:00,Srta. Trueno Negro,El Backstage de la Zapatería,212224,2025-10-21,2025-10,14,3.54
2025-10-21 15:02:00,Srta. Trueno Negro,Fusilada,191787,2025-10-21,2025-10,15,3.2
2025-10-21 15:05:00,Srta. Trueno Negro,El Pueblo Más Grande,172629,2025-10-21,2025-10,15,2.88
2025-10-21 15:09:00,Srta. Trueno Negro,Ya No Me Acuerdo,231083,2025-10-21,2025-10,15,3.85
2025-10-21 15:12:00,Srta. Trueno Negro,Volver a Comprar,174613,2025-10-21,2025-10,15,2.91
2025-10-21 15:16:00,Srta. Trueno Negro,Cositas,212693,2025-10-21,2025-10,15,3.54
2025-10-21 15:18:00,Srta. Trueno Negro,Si Supiese Escribir,170027,2025-10-21,2025-10,15,2.83
2025-10-21 15:22:00,Srta. Trueno Negro,La Cura,192821,2025-10-21,2025-10,15,3.21
2025-10-21 15:28:00,Srta. Trueno Negro,Se ha Ido,17413,2025-10-21,2025-10,15,0.29
2025-10-21 15:31:00,Nina Simone,My Baby Just Cares for Me (2013 - Remaster),215747,2025-10-21,2025-10,15,3.6
2025-10-21 16:17:00,Nina Simone,I Wish I Knew How It Would Feel to Be Free,14873,2025-10-21,2025-10,16,0.25
2025-10-21 22:34:00,Srta. Trueno Negro,La Cura,192821,2025-10-21,2025-10,22,3.21
2025-10-21 22:35:00,Babasonicos,Examenes,17617,2025-10-21,2025-10,22,0.29
2025-10-21 22:37:00,Srta. Trueno Negro,Si Supiese Escribir,170027,2025-10-21,2025-10,22,2.83
2025-10-21 22:38:00,Pescado Rabioso,Por,10168,2025-10-21,2025-10,22,0.17
2025-10-21 22:42:00,Alanis Morissette,Head over Feet,165200,2025-10-21,2025-10,22,2.75
2025-10-21 22:43:00,Billie Eilish,bad guy,2724,2025-10-21,2025-10,22,0.05
2025-10-21 22:43:00,Intoxicados,No Tengo Ganas,37560,2025-10-21,2025-10,22,0.63
2025-10-21 22:43:00,CA7RIEL & Paco Amoroso,"LA QUE PUEDE, PUEDE",2311,2025-10-21,2025-10,22,0.04
2025-10-21 22:43:00,Bad Bunny,VeLDÁ,5815,2025-10-21,2025-10,22,0.1
2025-10-21 22:46:00,CA7RIEL & Paco Amoroso,EN EL AFTER,187648,2025-10-21,2025-10,22,3.13
2025-10-21 22:48:00,ROSALÍA,CUUUUuuuuuute,150600,2025-10-21,2025-10,22,2.51
2025-10-21 22:51:00,Six Sex,4 noviosS,152158,2025-10-21,2025-10,22,2.54
2025-10-21 22:55:00,Rihanna,Work,233605,2025-10-21,2025-10,22,3.89
2025-10-21 22:59:00,Lady Gaga,Abracadabra,223398,2025-10-21,2025-10,22,3.72
2025-10-21 23:05:00,Bad Bunny,EL CLúB,2528,2025-10-21,2025-10,23,0.04
2025-10-21 23:05:00,CA7RIEL & Paco Amoroso,EL ÚNICO,1207,2025-10-21,2025-10,23,0.02
2025-10-21 23:05:00,MCR-T,MOJADO Y MOJADA,1751,2025-10-21,2025-10,23,0.03
2025-10-21 23:05:00,Bad Bunny,KETU TeCRÉ,3071,2025-10-21,2025-10,23,0.05
2025-10-21 23:05:00,Drake,Hotline Bling,1507,2025-10-21,2025-10,23,0.03
2025-10-21 23:05:00,Underworld,Born Slippy (Nuxx),257171,2025-10-21,2025-10,23,4.29
2025-10-21 23:07:00,CA7RIEL & Paco Amoroso,SHEESH,136407,2025-10-21,2025-10,23,2.27
2025-10-21 23:08:00,Fred again..,Marea (we’ve lost dancing),3011,2025-10-21,2025-10,23,0.05
2025-10-21 23:08:00,WOS,MELÓN VINO,1074,2025-10-21,2025-10,23,0.02
2025-10-21 23:08:00,CA7RIEL & Paco Amoroso,AGUA,27105,2025-10-21,2025-10,23,0.45
2025-10-21 23:08:00,Charli xcx,360,1937,2025-10-21,2025-10,23,0.03
2025-10-21 23:08:00,Polo & Pan,Nanã,1322,2025-10-21,2025-10,23,0.02
2025-10-21 23:08:00,Trueno,THE ROOF IS ON FIRE,1455,2025-10-21,2025-10,23,0.02
2025-10-21 23:11:00,Charli xcx,B2b,178579,2025-10-21,2025-10,23,2.98
2025-10-21 23:16:00,Daft Punk,Digital Love,301373,2025-10-21,2025-10,23,5.02
2025-10-21 23:18:00,Charli xcx,Talk talk,160840,2025-10-21,2025-10,23,2.68
2025-10-21 23:21:00,Charli xcx,Von dutch,164284,2025-10-21,2025-10,23,2.74
2025-10-21 23:24:00,CA7RIEL & Paco Amoroso,COSAS RICAS,160093,2025-10-21,2025-10,23,2.67
2025-10-21 23:27:00,Charli xcx,Mean girls,189411,2025-10-21,2025-10,23,3.16
2025-10-21 23:28:00,Polo & Pan,Canopée,917,2025-10-21,2025-10,23,0.02
2025-10-21 23:28:00,Trueno,Ñeri,1270,2025-10-21,2025-10,23,0.02
2025-10-21 23:28:00,Steve Lacy,Bad Habit,28530,2025-10-21,2025-10,23,0.48
2025-10-21 23:28:00,ROSALÍA,SAOKO,1043,2025-10-21,2025-10,23,0.02
2025-10-21 23:28:00,Bad Bunny,Ojitos Lindos,949,2025-10-21,2025-10,23,0.02
2025-10-21 23:28:00,Bad Bunny,Aguacero,841,2025-10-21,2025-10,23,0.01
2025-10-21 23:28:00,WOS,QUE SE MEJOREN,1001,2025-10-21,2025-10,23,0.02
2025-10-21 23:28:00,WOS,PUAJ (sesión),905,2025-10-21,2025-10,23,0.02
2025-10-21 23:28:00,Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51/66",16618,2025-10-21,2025-10,23,0.28
2025-10-21 23:28:00,ROSALÍA,BIZCOCHITO,1195,2025-10-21,2025-10,23,0.02
2025-10-21 23:31:00,Bizarrap,"Ptazeta: Bzrp Music Sessions, Vol. 45/66",161485,2025-10-21,2025-10,23,2.69
2025-10-21 23:33:00,Bizarrap,"Ptazeta: Bzrp Music Sessions, Vol. 45/66",161485,2025-10-21,2025-10,23,2.69
2025-10-21 23:37:00,Bizarrap,"Ptazeta: Bzrp Music Sessions, Vol. 45/66",153349,2025-10-21,2025-10,23,2.56
2025-10-21 23:46:00,Miranda!,Miranda Mix (Oíd Mortales Mix),484040,2025-10-21,2025-10,23,8.07
2025-10-21 23:46:00,Miranda!,Perfecta,1513,2025-10-21,2025-10,23,0.03
2025-10-21 23:52:00,Miranda!,Miranda Mix (Oíd Mortales Mix),317674,2025-10-21,2025-10,23,5.29
2025-10-21 23:55:00,Miranda!,Perfecta,224588,2025-10-21,2025-10,23,3.74
2025-10-21 23:59:00,Miranda!,Chicas,143100,2025-10-21,2025-10,23,2.38
2025-10-22 00:02:00,Miranda!,Enamorada,191741,2025-10-22,2025-10,0,3.2
2025-10-22 00:03:00,Miranda!,Don,17532,2025-10-22,2025-10,0,0.29
2025-10-22 00:06:00,Miranda!,Romix,219404,2025-10-22,2025-10,0,3.66
2025-10-22 00:09:00,Miranda!,Hola,184523,2025-10-22,2025-10,0,3.08
2025-10-22 00:14:00,Miranda!,El Profe,175103,2025-10-22,2025-10,0,2.92
2025-10-22 00:18:00,Miranda!,Romix,234826,2025-10-22,2025-10,0,3.91
2025-10-22 00:21:00,Miranda!,Otra Vez (Vivo),182228,2025-10-22,2025-10,0,3.04
2025-10-22 00:24:00,Miranda!,Mi Propia Vida,155107,2025-10-22,2025-10,0,2.59
2025-10-22 00:35:00,Miranda!,Miranda Mix (Oíd Mortales Mix),653200,2025-10-22,2025-10,0,10.89
2025-10-22 00:36:00,Miranda!,Perfecta,57696,2025-10-22,2025-10,0,0.96
2025-10-22 00:54:00,Miranda!,Chicas,40800,2025-10-22,2025-10,0,0.68
2025-10-22 12:22:00,Gabo Ferro,El jardín más bello,969,2025-10-22,2025-10,12,0.02
2025-10-22 21:18:00,Miranda!,Lo Que Siento por Ti,191830,2025-10-22,2025-10,21,3.2
2025-10-22 21:21:00,Miranda!,Mentía,215240,2025-10-22,2025-10,21,3.59
2025-10-22 21:25:00,Miranda!,Tu Misterioso Alguien,244800,2025-10-22,2025-10,21,4.08
2025-10-22 21:36:00,Miranda!,Nadie Como Tú,32973,2025-10-22,2025-10,21,0.55
2025-10-22 22:31:00,Miranda!,Nadie Como Tú,172829,2025-10-22,2025-10,22,2.88
2025-10-22 22:35:00,Miranda!,Hola Probando,195909,2025-10-22,2025-10,22,3.27
2025-10-22 22:38:00,Miranda!,Gran Amistad,29415,2025-10-22,2025-10,22,0.49
2025-10-22 22:38:00,Miranda!,Ritmo y Decepción,202698,2025-10-22,2025-10,22,3.38
2025-10-22 22:42:00,Adrián Berra,Caminata,1573,2025-10-22,2025-10,22,0.03
2025-10-22 22:42:00,Kali Uchis,I Wish you Roses,1480,2025-10-22,2025-10,22,0.02
2025-10-22 22:42:00,Lucas Martí,El murgón,1786,2025-10-22,2025-10,22,0.03
2025-10-22 22:42:00,José González,The Void,1757,2025-10-22,2025-10,22,0.03
2025-10-22 22:42:00,Joni Mitchell,Little Green,1755,2025-10-22,2025-10,22,0.03
2025-10-22 22:42:00,Juana Molina,Un día,1814,2025-10-22,2025-10,22,0.03
2025-10-22 22:42:00,Rihanna,Needed Me,1621,2025-10-22,2025-10,22,0.03
2025-10-22 22:42:00,Miranda!,Romix,2592,2025-10-22,2025-10,22,0.04
2025-10-22 22:42:00,Babasonicos,Perfume Casino,2083,2025-10-22,2025-10,22,0.03
2025-10-22 22:42:00,Los Piojos,Murguita,212040,2025-10-22,2025-10,22,3.53
2025-10-22 22:47:00,Juan Luis Guerra 4.40,Ojalá Que Llueva Café,253333,2025-10-22,2025-10,22,4.22
2025-10-22 22:48:00,El Mató a un Policía Motorizado,El Magnetismo,88880,2025-10-22,2025-10,22,1.48
2025-10-22 23:41:00,Elton John,Mona Lisas And Mad Hatters,207147,2025-10-22,2025-10,23,3.45
2025-10-23 12:27:00,Lesbiandrama,Trago Sin Terminar,36454,2025-10-23,2025-10,12,0.61
2025-10-23 20:48:00,Srta. Trueno Negro,La Cura,192821,2025-10-23,2025-10,20,3.21
2025-10-23 20:53:00,Arcade Fire,Neighborhood #1 (Tunnels),288333,2025-10-23,2025-10,20,4.81
2025-10-23 20:54:00,Charly García,La Gente Es la Misma,3059,2025-10-23,2025-10,20,0.05
2025-10-23 20:54:00,Finn,In Luv With U,14350,2025-10-23,2025-10,20,0.24
2025-10-23 20:54:00,Mac DeMarco,Salad Days,1734,2025-10-23,2025-10,20,0.03
2025-10-23 20:59:00,Café Tacvba,Trópico de cáncer,122520,2025-10-23,2025-10,20,2.04
2025-10-23 21:02:00,Café Tacvba,Trópico de cáncer,156063,2025-10-23,2025-10,21,2.6
2025-10-23 21:05:00,Babasonicos,Soy Rock,160064,2025-10-23,2025-10,21,2.67
2025-10-23 21:06:00,Marina Fages,Tu Modo Amable,2283,2025-10-23,2025-10,21,0.04
2025-10-23 21:06:00,Gabo Ferro,Corona de Caranchos,29261,2025-10-23,2025-10,21,0.49
2025-10-23 21:06:00,The Smile,Friend Of A Friend,1220,2025-10-23,2025-10,21,0.02
2025-10-23 21:06:00,Bob Marley & The Wailers,So Jah S'eh,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:06:00,Suarez,Porvenir,2893,2025-10-23,2025-10,21,0.05
2025-10-23 21:06:00,Julian Mourin,Manos en el Aire,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:06:00,Los Piojos,Ando Ganas (Llora Llora),844,2025-10-23,2025-10,21,0.01
2025-10-23 21:06:00,Duratierra,Saravá,1109,2025-10-23,2025-10,21,0.02
2025-10-23 21:06:00,Perotá Chingó,Barro,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:09:00,Air,Cherry Blossom Girl,219760,2025-10-23,2025-10,21,3.66
2025-10-23 21:10:00,Bob Dylan,"Cocaine Blues - Live at Filene Center, Vienna, VA - August 1997",1060,2025-10-23,2025-10,21,0.02
2025-10-23 21:10:00,Nick Drake,One Of These Things First,19969,2025-10-23,2025-10,21,0.33
2025-10-23 21:11:00,Compay Segundo,Lágrimas negras,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:11:00,Radiohead,Pyramid Song,2670,2025-10-23,2025-10,21,0.04
2025-10-23 21:11:00,Luis Alberto Spinetta,Será Que La Canción Llegó Hasta El Sol,1740,2025-10-23,2025-10,21,0.03
2025-10-23 21:11:00,Luis Alberto Spinetta,Será Que La Canción Llegó Hasta El Sol,970,2025-10-23,2025-10,21,0.02
2025-10-23 21:11:00,Daft Punk,Digital Love,1275,2025-10-23,2025-10,21,0.02
2025-10-23 21:11:00,Karina Vismara,Sola por la Ciudad,995,2025-10-23,2025-10,21,0.02
2025-10-23 21:11:00,Karina Vismara,Sola por la Ciudad,1715,2025-10-23,2025-10,21,0.03
2025-10-23 21:11:00,Sui Generis,El Tuerto y los Ciegos,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:11:00,John Lennon,God - Remastered 2010,1165,2025-10-23,2025-10,21,0.02
2025-10-23 21:11:00,DJ MÄMI,La Barca,16195,2025-10-23,2025-10,21,0.27
2025-10-23 21:12:00,Bad Bunny,Si Veo a Tu Mamá,1619,2025-10-23,2025-10,21,0.03
2025-10-23 21:12:00,Maria Gabriela Epumer,Quiero Estar Entre Tus Cosas,1586,2025-10-23,2025-10,21,0.03
2025-10-23 21:12:00,Underworld,Born Slippy (Nuxx),3185,2025-10-23,2025-10,21,0.05
2025-10-23 21:12:00,Gauchito Club,Soy débil Sr.,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:12:00,Fito Paez,Ambar Violeta,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:12:00,Maria Gabriela Epumer,Canción para los Días de la Vida,5066,2025-10-23,2025-10,21,0.08
2025-10-23 21:12:00,Morphine,Cure for Pain,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:12:00,Perotá Chingó,Aurora,3080,2025-10-23,2025-10,21,0.05
2025-10-23 21:15:00,Las Pelotas,Bombachitas Rosas,210027,2025-10-23,2025-10,21,3.5
2025-10-23 21:18:00,Martín Buscaglia,Altas Horas,154733,2025-10-23,2025-10,21,2.58
2025-10-23 21:21:00,Thundercat,Them Changes,188454,2025-10-23,2025-10,21,3.14
2025-10-23 21:24:00,Las Ligas Menores,Accidente,145240,2025-10-23,2025-10,21,2.42
2025-10-23 21:27:00,Rosario Bléfari,Ningún Mensaje,186707,2025-10-23,2025-10,21,3.11
2025-10-23 21:31:00,El Plan De La Mariposa,La Vida Cura,102209,2025-10-23,2025-10,21,1.7
2025-10-23 21:31:00,El Plan De La Mariposa,Revoluciones Caseras,1250,2025-10-23,2025-10,21,0.02
2025-10-23 21:31:00,Bob Dylan,Sign on the Window,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:34:00,Babasonicos,Estertor,183092,2025-10-23,2025-10,21,3.05
2025-10-23 21:35:00,Serú Girán,La Grasa de las Capitales - 2019 Remasterizado,1853,2025-10-23,2025-10,21,0.03
2025-10-23 21:35:00,Lorde,Stoned at the Nail Salon,14028,2025-10-23,2025-10,21,0.23
2025-10-23 21:39:00,Janis Joplin,Me and Bobby McGee,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:39:00,Intoxicados,No Tengo Ganas,1525,2025-10-23,2025-10,21,0.03
2025-10-23 21:39:00,Charly García,Nuevos Trapos,245040,2025-10-23,2025-10,21,4.08
2025-10-23 21:39:00,Fito Paez,D.L.G.,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:39:00,Esmeralda Escalante,Volcán,25869,2025-10-23,2025-10,21,0.43
2025-10-23 21:39:00,The Rolling Stones,Heaven - Remastered,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:40:00,The Strokes,Threat of Joy,1027,2025-10-23,2025-10,21,0.02
2025-10-23 21:40:00,Eduardo Mateo,Príncipe Azul,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:40:00,Divididos,Haciendo Cosas Raras,24917,2025-10-23,2025-10,21,0.42
2025-10-23 21:40:00,Dillom,Ciudad de la Paz,0,2025-10-23,2025-10,21,0.0
2025-10-23 21:44:00,El Kuelgue,Peluquita,240300,2025-10-23,2025-10,21,4.0
2025-10-23 21:48:00,Los Visitantes,Playas Oscuras,241067,2025-10-23,2025-10,21,4.02
2025-10-23 21:51:00,Gabo Ferro,Por qué no llorás un poco,196653,2025-10-23,2025-10,21,3.28
2025-10-23 21:54:00,El Mató a un Policía Motorizado,La Noche Eterna,177360,2025-10-23,2025-10,21,2.96
2025-10-23 22:35:00,Chappell Roan,Red Wine Supernova,45872,2025-10-23,2025-10,22,0.76
2025-10-23 22:35:00,Charli xcx,Talk talk,1440,2025-10-23,2025-10,22,0.02
2025-10-23 22:39:00,Lady Gaga,Summerboy,253947,2025-10-23,2025-10,22,4.23
2025-10-23 22:40:00,Charli xcx,Club classics,1211,2025-10-23,2025-10,22,0.02
2025-10-23 22:40:00,Charli xcx,Mean girls,92312,2025-10-23,2025-10,22,1.54
2025-10-23 22:40:00,Chappell Roan,HOT TO GO!,4909,2025-10-23,2025-10,22,0.08
2025-10-23 22:41:00,Chappell Roan,Femininomenon,1352,2025-10-23,2025-10,22,0.02
2025-10-23 22:41:00,Chappell Roan,Pink Pony Club,3365,2025-10-23,2025-10,22,0.06
2025-10-23 22:41:00,Charli xcx,360,925,2025-10-23,2025-10,22,0.02
2025-10-23 22:41:00,Charli xcx,365,1150,2025-10-23,2025-10,22,0.02
2025-10-23 22:41:00,Chappell Roan,Naked In Manhattan,1265,2025-10-23,2025-10,22,0.02
2025-10-23 22:41:00,Charli xcx,Apple,7762,2025-10-23,2025-10,22,0.13
2025-10-23 22:45:00,Lady Gaga,Just Dance,241933,2025-10-23,2025-10,22,4.03
2025-10-23 22:45:00,Charli xcx,Everything is romantic featuring caroline polachek,17270,2025-10-23,2025-10,22,0.29
2025-10-23 22:45:00,Sabrina Carpenter,Please Please Please,2153,2025-10-23,2025-10,22,0.04
2025-10-23 22:45:00,Charli xcx,Speed Drive (From Barbie The Album),9486,2025-10-23,2025-10,22,0.16
2025-10-23 22:45:00,Charli xcx,Club classics featuring bb trickz,1003,2025-10-23,2025-10,22,0.02
2025-10-23 22:45:00,Charli xcx,Vroom Vroom,6305,2025-10-23,2025-10,22,0.11
