Fecha,genero_principal,generos_secundarios,cantidad_reproducciones,msPlayed,minutosPlayed
2025-09-27,MPB Latino / Fusion,"Funk, Candombe Fusion, Pop Experimental",1,131573,2.1928833333333335
2025-09-27,Krautrock / Garage Rock,"Post-Punk, Psychedelic Rock",1,63856,1.0642666666666667
2025-09-27,Indie Electronic,"Synth-Pop, Ambient",2,61254,1.0209
2025-09-27,Indie Folk,"Acoustic, Singer-Songwriter",2,53249,0.8874833333333334
2025-09-27,Reggae,Roots Reggae,1,50313,0.83855
2025-09-27,Punk Rock,"Post-Punk, Garage Rock",1,48844,0.8140666666666667
2025-09-27,Urbano Latino,"Electro Funk, Alternative Trap, Hip-Hop",1,39885,0.66475
2025-09-27,Rock Argentino,"Progressive Rock, Art Pop, Symphonic Rock",1,24310,0.4051666666666667
2025-09-27,Canción de Autor,"Jazz Fusion, Folklore Fusion, Pop Rock",1,18837,0.31395
2025-09-27,Electro Cumbia,"Tropical Bass, Latin Alternative",1,18756,0.3126
2025-09-27,Canción de Autor,"Rock de Cámara, Experimental Folk",1,13852,0.23086666666666666
2025-09-27,Indie Rock,"Jangle Pop, Bedroom Pop, Psychedelic Pop",1,13068,0.2178
2025-09-27,Rock Argentino,"Murga Rock, Candombe Rock, Blues Rock",2,12045,0.20075
2025-09-27,Pop Rock,"Funk Pop, Electro Funk",1,9960,0.166
2025-09-27,Folk Latinoamericano,"Bolero, Son Jarocho, Canción de Autor",1,6737,0.11228333333333333
2025-09-27,Indie Rock,"Experimental, Dream Pop, Lo-Fi",1,6361,0.10601666666666666
2025-09-27,Indie Folk,"Americana, Acoustic",2,4662,0.07769999999999999
2025-09-27,Alternative Rock,"Funk Rock, Hard Rock",1,2048,0.034133333333333335
2025-09-27,Neo-Soul,"Bedroom Pop, R&B, Reggaeton Pop",1,1772,0.029533333333333335
2025-09-27,Urbano Latino,"Hip-Hop, Funk Carioca, Boom Bap, Trap",1,1729,0.028816666666666668
2025-09-27,Tropicalismo,"Psychedelic Rock, Garage Rock",1,1672,0.027866666666666668
2025-09-27,Classic Rock,"Singer-Songwriter, Pop Rock",1,1448,0.024133333333333333
2025-09-27,Pop / R&B,"Dancehall, Trap R&B, Hip-Hop",1,1400,0.023333333333333334
2025-09-28,Indie / Unmapped,Alternative / Various,38,2262063,37.701049999999995
2025-09-28,Indie Rock,"Post-Punk, Space Rock, Noise Pop",10,1002164,16.70273333333333
2025-09-28,MPB Latino / Fusion,"Funk, Candombe Fusion, Pop Experimental",2,412760,6.879333333333333
2025-09-28,Rock Stone,"Blues Rock, Rock and Roll",1,320640,5.344
2025-09-28,Indie Tropical,"Cumbia Pop, Funk Latino, Indie Rock",1,262978,4.3829666666666665
2025-09-28,Folk Rock,"Reggae Fusion, Canción Latinoamericana",1,254867,4.2477833333333335
2025-09-28,Indie Rock,"Experimental, Dream Pop, Lo-Fi",1,254093,4.234883333333333
2025-09-28,Synth-Pop,"New Wave, Pop Rock",1,236813,3.9468833333333335
2025-09-28,Rock Argentino,"Post-Punk, Hard Rock",1,223040,3.7173333333333334
2025-09-28,Indie Rock,"Punk Folk, Experimental Rock",3,206257,3.4376166666666665
2025-09-28,Rock Progresivo,"Symphonic Rock, Fusion",2,202569,3.37615
2025-09-28,Rock Argentino,"Murga Rock, Candombe Rock, Blues Rock",1,200247,3.33745
2025-09-28,Rock Argentino,"Alternative Rock, Funk Rock, Hard Rock",2,173712,2.8952
2025-09-28,Indie Rock,"Lo-Fi, Noise Pop, Post-Punk",1,145240,2.4206666666666665
2025-09-28,Indie Rock,"Jangle Pop, Bedroom Pop, Psychedelic Pop",1,76645,1.2774166666666666
2025-09-28,Indie Rock,"New Wave, Synth-Pop",2,62427,1.04045
2025-09-28,Hyperpop,"Dance-Pop, Synth-Pop, Electronic",1,59224,0.9870666666666666
2025-09-28,Dream Pop,"Shoegaze, Post-Punk, Etherial Wave",1,53607,0.89345
2025-09-28,Indie Rock,"Garage Rock, Post-Punk",2,22116,0.3686
2025-09-28,Nuevo Flamenco,"Latin Alternative, Bolero Fusion, Experimental Pop",1,15746,0.26243333333333335
2025-09-28,Rock Argentino,"Art Rock, Jazz Rock, Folk Rock",1,5326,0.08876666666666666
2025-09-28,Canción de Autor,"Rock de Cámara, Experimental Folk",2,5214,0.0869
2025-09-28,Proto-Punk,"Art Rock, Garage Rock, Psychedelic Rock",1,3966,0.0661
2025-09-28,Neo-Soul,"R&B, Funk Calmo",1,3965,0.06608333333333333
2025-09-28,Alternative Rock,"Shoegaze, Grunge, Indie Rock",1,3749,0.062483333333333335
2025-09-28,Rock Argentino,"Psych Rock, Folk Rock, Canción de Autor",1,3672,0.0612
2025-09-28,Rock Argentino,"Pop Rock, Piano Rock",1,3662,0.061033333333333335
2025-09-28,Latin Alternative,"Flamenco Pop, Urbano Latino, Rumba",1,3475,0.057916666666666665
2025-09-28,World Music,"Folk Latinoamericano, Acoustic Indie",1,3356,0.055933333333333335
2025-09-28,Alternative Rock,"Funk Rock, Hard Rock",1,3250,0.05416666666666667
2025-09-28,Indie Pop,"Canción de Autor, Art Pop",1,2618,0.043633333333333336
2025-09-28,Techno,"Progressive House, Trance, Electronic",1,2463,0.04105
2025-09-28,Reggae,Roots Reggae,1,2313,0.03855
2025-09-28,New Wave,"Post-Punk, Pop Rock",1,2178,0.0363
2025-09-28,Indie Pop / Synth-Pop,"Folk-Pop, Chamber Pop",1,2080,0.034666666666666665
2025-09-29,Indie / Unmapped,Alternative / Various,13,1506807,25.11345
2025-09-29,Urbano Latino,"Electro Funk, Alternative Trap, Hip-Hop",4,568244,9.470733333333333
2025-09-29,Urbano Latino,"Reggaeton, Trap Latino, Synth-Pop, Mambo",2,403883,6.7313833333333335
2025-09-29,Hyperpop,"Dance-Pop, Synth-Pop, Electronic",3,368039,6.133983333333333
2025-09-29,Nuevo Flamenco,"Latin Alternative, Bolero Fusion, Experimental Pop",3,307965,5.13275
2025-09-29,French House,"Electronic, Synth-Pop, Nu-Disco",1,294762,4.9127
2025-09-29,Dance-Pop,"Synth-Pop, Electro Pop",1,157625,2.627083333333333
2025-09-29,Pop / R&B,"Dancehall, Trap R&B, Hip-Hop",1,137405,2.2900833333333335
2025-09-29,Electro-Tropical,"French Touch, Downtempo, House",1,17581,0.29301666666666665
2025-09-29,World Music,"Folk Latinoamericano, Acoustic Indie",1,623,0.010383333333333333
2025-09-29,Indie Folk,"Canción Latinoamericana, Avant-Garde Pop",1,441,0.00735
2025-09-30,Indie / Unmapped,Alternative / Various,15,1650508,27.508466666666667
2025-09-30,Urbano Latino,"Reggaeton, Trap Latino, Synth-Pop, Mambo",8,1332624,22.2104
2025-09-30,Urbano Latino,"Hip-Hop, Funk Carioca, Boom Bap, Trap",7,914137,15.235616666666665
2025-09-30,Hyperpop,"Dance-Pop, Synth-Pop, Electronic",7,663619,11.060316666666667
2025-09-30,Pop / R&B,"Dancehall, Trap R&B, Hip-Hop",3,609879,10.16465
2025-09-30,Rock Argentino,"Pop Rock, New Wave, Progressive Rock",2,483029,8.050483333333332
2025-09-30,Alternative Hip-Hop,"Rap Rock, Urbano Latino, Fusion",2,333060,5.551
2025-09-30,Rock Stone,"Blues Rock, Rock and Roll",1,320640,5.344
2025-09-30,Urbano Latino,"Electro Funk, Alternative Trap, Hip-Hop",5,300570,5.0095
2025-09-30,Grunge,"Alternative Rock, Classic Rock Revival",1,276560,4.609333333333334
2025-09-30,Pop / R&B,"Trap, Contemporary R&B",2,268699,4.478316666666666
2025-09-30,Rock Argentino,"Alternative Rock, Electro-Rock, Pop Rock",3,240402,4.0066999999999995
2025-09-30,Indie Pop,"Jangle Pop, Post-Punk",1,236667,3.94445
2025-09-30,Indie Rock,"Lo-Fi, Alternative Rock",1,221333,3.6888833333333335
2025-09-30,Rock Argentino,"Art Rock, Alternative Rock, Electronic Fusion",1,216413,3.606883333333333
2025-09-30,Indie Pop,"Dream Pop, R&B Soul",1,208240,3.470666666666667
2025-09-30,Alternative Rock,"Garage Rock Revival, Southern Rock",1,203347,3.3891166666666668
2025-09-30,Electro-Tropical,"French Touch, Downtempo, House",2,194164,3.236066666666667
2025-09-30,Indie Rock,"Garage Rock, Post-Punk",1,194087,3.234783333333333
2025-09-30,MPB Latino / Fusion,"Funk, Candombe Fusion, Pop Experimental",1,192493,3.2082166666666665
2025-09-30,Nuevo Flamenco,"Latin Alternative, Bolero Fusion, Experimental Pop",2,165784,2.7630666666666666
2025-09-30,Dance-Pop,"Synth-Pop, Electro Pop",1,157625,2.627083333333333
2025-09-30,Proto-Punk,"Art Rock, Garage Rock, Psychedelic Rock",1,25843,0.4307166666666667
2025-09-30,Rock Argentino,"Folk Rock, Progressive Rock",1,13138,0.21896666666666667
2025-09-30,Indie Folk,"Acoustic, Singer-Songwriter",1,10664,0.17773333333333333
2025-09-30,Alternative Rock,"Art Rock, Experimental / Electronic Rock",1,8818,0.14696666666666666
2025-09-30,MPB,"Pop Brasileño, Acoustic Fusion",1,7157,0.11928333333333334
2025-09-30,Alternative Rock,"Madchester, Gospel Rock, Neo-Psychedelia",1,5172,0.0862
2025-09-30,Urbano Latino,"Alternative Hip-Hop, Industrial Rap, Post-Punk",1,4323,0.07205
2025-09-30,Latin Fusion,"Indie Pop, Funk, Ska, Candombe Rock",1,4203,0.07005
2025-09-30,Alternative R&B,"Bedroom Pop, Funk, Indie Rock",1,3427,0.05711666666666667
2025-10-01,Urbano Latino,"Reggaeton, Trap Latino, Synth-Pop, Mambo",1,235337,3.922283333333333
2025-10-01,Indie / Unmapped,Alternative / Various,2,224223,3.73705
2025-10-01,Hyperpop,"Dance-Pop, Synth-Pop, Electronic",1,203618,3.3936333333333333
2025-10-01,Alternative Hip-Hop,"Rap Rock, Urbano Latino, Fusion",1,150747,2.51245
2025-10-01,Urbano Latino,"Electro Funk, Alternative Trap, Hip-Hop",1,148253,2.4708833333333335
2025-10-01,French House,"Electronic, Synth-Pop, Nu-Disco",1,29345,0.4890833333333333
2025-10-01,Techno,"Progressive House, Trance, Electronic",1,4980,0.083
2025-10-01,Proto-Punk,"Art Rock, Garage Rock, Psychedelic Rock",1,489,0.00815
2025-10-02,Indie Pop,"Indie Folk, Canción Pop / Canción Urbana",1,10910,0.18183333333333335
2025-10-02,Proto-Punk,"Art Rock, Garage Rock, Psychedelic Rock",1,906,0.0151
2025-10-03,Urbano Latino,"Reggaeton, Trap Latino, Synth-Pop, Mambo",11,841729,14.028816666666666
2025-10-03,Indie / Unmapped,Alternative / Various,11,680060,11.334333333333333
2025-10-03,Nuevo Flamenco,"Latin Alternative, Bolero Fusion, Experimental Pop",5,544239,9.07065
2025-10-03,Hyperpop,"Dance-Pop, Synth-Pop, Electronic",10,432187,7.203116666666666
2025-10-03,Synth-Pop,"New Wave, Pop Rock",4,335800,5.596666666666667
2025-10-03,Pop / R&B,"Trap, Contemporary R&B",1,267067,4.451116666666667
2025-10-03,Indie Rock,"Experimental, Dream Pop, Lo-Fi",2,259649,4.327483333333333
2025-10-03,Alternative Rock,"Garage Rock Revival, Southern Rock",3,229292,3.8215333333333334
2025-10-03,Urbano Latino,"Electro Funk, Alternative Trap, Hip-Hop",7,218271,3.6378500000000003
2025-10-03,Pop / R&B,"Dancehall, Trap R&B, Hip-Hop",2,216131,3.6021833333333335
2025-10-03,Electro-Tropical,"French Touch, Downtempo, House",2,192344,3.2057333333333333
2025-10-03,Dance-Pop,"Synth-Pop, Electro Pop",1,157625,2.627083333333333
2025-10-03,Rock Argentino,"Psych Rock, Folk Rock, Canción de Autor",2,67181,1.1196833333333334
2025-10-03,Indie Pop / Synth-Pop,"Folk-Pop, Chamber Pop",5,23454,0.39089999999999997
2025-10-03,Urbano Latino,"Hip-Hop, Funk Carioca, Boom Bap, Trap",4,16487,0.2747833333333333
2025-10-03,Neo-Soul,"Bedroom Pop, R&B, Reggaeton Pop",2,12550,0.20916666666666667
2025-10-03,Canción de Autor,"Candombe Beat, Folk Uruguayo",1,11338,0.18896666666666667
2025-10-03,Alternative Hip-Hop,"Rap Rock, Urbano Latino, Fusion",1,5554,0.09256666666666667
2025-10-03,French House,"Electronic, Synth-Pop, Nu-Disco",1,5454,0.0909
2025-10-03,Rock Argentino,"Pop Rock, New Wave, Progressive Rock",1,4047,0.06745
2025-10-03,Neo-Soul,"R&B, Funk Calmo",1,1781,0.029683333333333332
2025-10-03,Alternative Rock,"Shoegaze, Grunge, Indie Rock",1,1663,0.027716666666666667
2025-10-03,Indie Pop,"Dream Pop, Slowcore",1,1367,0.022783333333333333
2025-10-03,Rock Argentino,"Post-Punk, New Wave, Darkwave",1,938,0.015633333333333332
2025-10-03,Alternative R&B,"Bedroom Pop, Funk, Indie Rock",1,925,0.015416666666666667
2025-10-03,Neo-Soul,"Soul, Ska / Reggae, R&B",1,0,0.0
2025-10-04,Indie / Unmapped,Alternative / Various,25,3882306,64.7051
2025-10-04,Rock Argentino,"Pop Rock, New Wave, Progressive Rock",9,1832448,30.540799999999997
2025-10-04,Rock Argentino,"Progressive Rock, Art Pop, Symphonic Rock",7,1552761,25.87935
2025-10-04,Rock Argentino,"Post-Punk, Hard Rock",5,1317641,21.960683333333336
2025-10-04,Indie Rock,"Art Rock, Alternative Rock",4,1311347,21.855783333333335
2025-10-04,Rock Argentino,"Alternative Rock, Electro-Rock, Pop Rock",4,710122,11.835366666666667
2025-10-04,Indie Pop,"Indie Folk, Canción Pop / Canción Urbana",4,652004,10.866733333333332
2025-10-04,Indie Rock,"Art Rock, Synth-Pop, Dance Rock",4,621768,10.3628
2025-10-04,Rock Argentino,"Hard Rock, Funk Rock, Folklore Rock",2,583107,9.71845
2025-10-04,Reggae,Roots Reggae,2,507920,8.465333333333334
2025-10-04,Rock Argentino,"Pop Rock, Piano Rock",3,497262,8.287700000000001
2025-10-04,Alternative Hip-Hop,"Rap Rock, Urbano Latino, Fusion",2,469900,7.831666666666667
2025-10-04,Rock Progresivo,"Symphonic Rock, Fusion",2,401386,6.689766666666666
2025-10-04,Rock Alternativo,"Experimental Folk, Post-Punk",2,366613,6.110216666666666
2025-10-04,Nuevo Flamenco,"Latin Alternative, Bolero Fusion, Experimental Pop",2,357093,5.95155
2025-10-04,Acoustic Folk,"Singer-Songwriter, Alternative Rock",2,346852,5.780866666666666
2025-10-04,Neo-Soul,"R&B, Funk Calmo",2,343864,5.731066666666667
2025-10-04,Rock Argentino,"Art Rock, Jazz Rock, Folk Rock",2,343591,5.726516666666667
2025-10-04,Nueva Trova Cubana,"Trova, Canción de Autor",1,336400,5.6066666666666665
2025-10-04,MPB,"Pop Brasileño, Acoustic Fusion",2,335168,5.586133333333334
2025-10-04,Indie Rock,"Canción de Autor, Bedroom Pop",1,330843,5.51405
2025-10-04,Funk / Hip-Hop,"Latin Funk, Rap Rock, R&B",1,317600,5.293333333333333
2025-10-04,Rock Argentino,"Murga Rock, Candombe Rock, Blues Rock",1,309680,5.161333333333333
2025-10-04,Rock Latino,"Folk Rock, Progressive Rock",1,306578,5.109633333333333
2025-10-04,Rock en Español,"Latin Alternative, Experimental Rock",1,278573,4.642883333333334
2025-10-04,Freak Folk,"Indie Folk, Psych Folk",1,275493,4.59155
2025-10-04,Indie Rock,"Experimental, Dream Pop, Lo-Fi",1,247969,4.132816666666667
2025-10-04,Indie Rock,"Punk Rock, Krautrock Argentino",1,241297,4.021616666666667
2025-10-04,Indie Tropical,"Cumbia Pop, Funk Latino, Indie Rock",1,241083,4.01805
2025-10-04,MPB Latino / Fusion,"Funk, Candombe Fusion, Pop Experimental",1,240573,4.00955
2025-10-04,Electro-Pop,"Synth-Pop, Dance-Pop",1,239400,3.99
2025-10-04,Pop Rock,"Funk Pop, Electro Funk",1,226841,3.780683333333333
2025-10-04,Neo-Soul,"Bedroom Pop, R&B, Reggaeton Pop",1,225947,3.7657833333333333
2025-10-04,Bedroom Pop,"Indie Pop, Chicano Batman Folk, Chicano R&B",1,217517,3.6252833333333334
2025-10-04,World Music,"Folk Latinoamericano, Acoustic Indie",2,214965,3.58275
2025-10-04,Folk Latinoamericano,"Bolero, Son Jarocho, Canción de Autor",1,214547,3.5757833333333333
2025-10-04,Latin Fusion,"Indie Pop, Funk, Ska, Candombe Rock",1,209604,3.4934
2025-10-04,Indie Rock,"Indie Folk, Alternative Rock",1,200093,3.3348833333333334
2025-10-04,Proto-Punk,"Art Rock, Garage Rock, Psychedelic Rock",1,197827,3.2971166666666667
2025-10-04,Indie Rock,"Post-Punk, Space Rock, Noise Pop",1,195773,3.2628833333333334
2025-10-04,Indie Pop,"Dream Pop, Slowcore",1,170326,2.838766666666667
2025-10-04,Hyperpop,"Dance-Pop, Synth-Pop, Electronic",1,164284,2.7380666666666666
2025-10-04,Indie Rock,"Garage Rock, Post-Punk",1,153800,2.5633333333333335
2025-10-04,Indie Pop,"Canción de Autor, Art Pop",1,145090,2.4181666666666666
2025-10-04,Canción de Autor,"Indie Folk, Canción Platense",1,116845,1.9474166666666666
2025-10-04,MPB,"Bossa Nova, Jazz Vocal",1,26573,0.44288333333333335
2025-10-04,Indie Folk,"Acoustic, Singer-Songwriter",1,2708,0.04513333333333333
2025-10-04,Canción de Autor,"Candombe Beat, Folk Uruguayo",1,1810,0.030166666666666668
2025-10-04,Indie Rock,"Post-Punk, New Wave",1,1537,0.025616666666666666
2025-10-04,Indie Pop,"R&B Urbano, Bedroom Pop",1,1481,0.024683333333333335
2025-10-04,Folklore Argentino,"Canción Latinoamericana, Fusion Folk",1,1377,0.02295
2025-10-04,Power Trio / Rock,"Hard Rock, Funk Rock, Fusion",1,1238,0.020633333333333333
2025-10-04,Folktronica,"Experimental Electronic, Art Pop",1,1125,0.01875
2025-10-04,Canción de Autor,"Jazz Fusion, Folklore Fusion, Pop Rock",1,1091,0.018183333333333333
2025-10-04,Tango Canción,"Tango Fusion, Rock de Cámara",1,1072,0.017866666666666666
2025-10-04,Synth-Pop,"New Wave, Pop Rock",1,57,0.00095
2025-10-05,Indie / Unmapped,Alternative / Various,13,1685335,28.088916666666666
2025-10-05,Rock Argentino,"Progressive Rock, Art Pop, Symphonic Rock",5,1208130,20.1355
2025-10-05,Canción de Autor,"Rock de Cámara, Experimental Folk",2,642533,10.708883333333333
2025-10-05,Canción de Autor,"Folktronica, Indie Folk",3,527312,8.788533333333334
2025-10-05,Rock Argentino,"Alternative Rock, Electro-Rock, Pop Rock",4,507187,8.453116666666666
2025-10-05,Rock Argentino,"Pop Rock, New Wave, Progressive Rock",4,483792,8.0632
2025-10-05,Rock en Español,"Latin Alternative, Experimental Rock",1,308040,5.134
2025-10-05,Rock Argentino,"Pop Rock, Piano Rock",1,305493,5.09155
2025-10-05,Tropicalismo,"Psychedelic Rock, Garage Rock",1,284987,4.749783333333333
2025-10-05,New Wave,"Power Pop, Synth-Pop",1,280600,4.676666666666667
2025-10-05,Rock Argentino,"Latin Rock, Ska Rock, Cumbia Rock",1,271347,4.52245
2025-10-05,Folk Rock,"Reggae Fusion, Canción Latinoamericana",1,254867,4.2477833333333335
2025-10-05,Neo-Soul,"R&B, Funk Calmo",1,225938,3.765633333333333
2025-10-05,Indie Rock,"Lo-Fi, Alternative Rock",1,221333,3.6888833333333335
2025-10-05,Punk Rock,"Post-Punk, Garage Rock",1,220587,3.67645
2025-10-05,Rock Argentino,"Murga Rock, Candombe Rock, Blues Rock",1,212040,3.534
2025-10-05,Latin Fusion,"Indie Pop, Funk, Ska, Candombe Rock",1,209604,3.4934
2025-10-05,Indie Rock,"Art Rock, Synth-Pop, Dance Rock",3,196584,3.2764
2025-10-05,Indie Rock,"Lo-Fi, Noise Pop, Post-Punk",1,196209,3.27015
2025-10-05,Folklore Argentino,"Canción Latinoamericana, Fusion Folk",2,193449,3.2241500000000003
2025-10-05,Rock Argentino,"Hard Rock, Funk Rock, Folklore Rock",1,184973,3.082883333333333
2025-10-05,Rock Argentino,"Hard Rock, Blues Rock, Proto-Punk, Folk Progresivo",1,184693,3.0782166666666666
2025-10-05,MPB Latino / Fusion,"Funk, Candombe Fusion, Pop Experimental",1,183840,3.064
2025-10-05,Hip-Hop,"Latin Rap, Chicano Rap, East Coast Hip-Hop",1,173667,2.89445
2025-10-05,Canción de Autor,"Indie Folk, Canción Platense",1,171345,2.85575
2025-10-05,Hardcore Punk,"Melodic Hardcore, Alternative Rock",1,156303,2.60505
2025-10-05,Nueva Trova Cubana,"Trova, Canción de Autor",1,144632,2.4105333333333334
2025-10-05,Rock Argentino,"Hard Rock, Heavy Blues",1,68840,1.1473333333333333
2025-10-05,Urbano Latino,"Alternative R&B, Trap Pop",1,32517,0.54195
2025-10-05,Indie Pop,"Dream Pop, R&B Soul",1,17234,0.28723333333333334
2025-10-05,Rock Argentino,"Art Rock, Jazz Rock, Folk Rock",1,7107,0.11845
2025-10-05,Indie Rock,"Post-Punk, Space Rock, Noise Pop",1,6358,0.10596666666666667
2025-10-05,Urbano Latino,"Reggaeton, Trap Latino, Synth-Pop, Mambo",1,5168,0.08613333333333334
2025-10-05,Indie Rock,"Art Rock, Alternative Rock",1,5079,0.08465
2025-10-05,Acoustic Folk,"Singer-Songwriter, Alternative Rock",1,4954,0.08256666666666666
2025-10-05,World Music,"Folk Latinoamericano, Acoustic Indie",1,2312,0.038533333333333336
2025-10-05,Música Cubana,"Son Cubano, Guajira",1,1774,0.029566666666666668
2025-10-05,Rock Argentino,"Alternative Rock, Funk Rock, Hard Rock",1,1725,0.02875
2025-10-05,Indie Pop,"Indie Folk, Canción Pop / Canción Urbana",1,1384,0.023066666666666666
2025-10-05,Hyperpop,"Dance-Pop, Synth-Pop, Electronic",1,1307,0.02178333333333333
2025-10-05,Urbano Latino,"Electro Funk, Alternative Trap, Hip-Hop",1,429,0.00715
2025-10-06,Urbano Latino,"Electro Funk, Alternative Trap, Hip-Hop",10,936927,15.61545
2025-10-06,Urbano Latino,"Reggaeton, Trap Latino, Synth-Pop, Mambo",6,779477,12.991283333333334
2025-10-06,Hyperpop,"Dance-Pop, Synth-Pop, Electronic",10,716187,11.93645
2025-10-06,Indie / Unmapped,Alternative / Various,9,534816,8.913599999999999
2025-10-06,Alternative Hip-Hop,"Rap Rock, Urbano Latino, Fusion",5,498708,8.3118
2025-10-06,Nuevo Flamenco,"Latin Alternative, Bolero Fusion, Experimental Pop",6,338556,5.6426
2025-10-06,Pop / R&B,"Trap, Contemporary R&B",1,267067,4.451116666666667
2025-10-06,Urbano Latino,"Hip-Hop, Funk Carioca, Boom Bap, Trap",1,194735,3.2455833333333333
2025-10-06,Dance-Pop,"Synth-Pop, Electro Pop",1,157625,2.627083333333333
2025-10-06,Rock Argentino,"Murga Rock, Candombe Rock, Blues Rock",1,11403,0.19005
2025-10-06,Indie Rock,"Art Rock, Alternative Rock",1,10802,0.18003333333333332
2025-10-06,Electro-Tropical,"French Touch, Downtempo, House",2,2982,0.0497
2025-10-06,Alternative R&B,"Bedroom Pop, Funk, Indie Rock",1,1756,0.029266666666666667
2025-10-06,MPB,"Pop Brasileño, Acoustic Fusion",1,687,0.01145
2025-10-06,Pop / R&B,"Dancehall, Trap R&B, Hip-Hop",1,0,0.0
2025-10-07,Urbano Latino,"Reggaeton, Trap Latino, Synth-Pop, Mambo",4,640952,10.682533333333332
2025-10-07,Indie Pop,"Canción de Autor, Art Pop",12,471261,7.854349999999999
2025-10-07,Indie / Unmapped,Alternative / Various,3,370602,6.1767
2025-10-07,Hyperpop,"Dance-Pop, Synth-Pop, Electronic",2,340336,5.672266666666666
2025-10-07,Rock Argentino,"Murga Rock, Candombe Rock, Blues Rock",2,309689,5.161483333333333
2025-10-07,Rock Argentino,"Progressive Rock, Art Pop, Symphonic Rock",1,296648,4.944133333333333
2025-10-07,Nuevo Flamenco,"Latin Alternative, Bolero Fusion, Experimental Pop",4,262072,4.367866666666667
2025-10-07,Rock Progresivo,"Symphonic Rock, Fusion",1,247946,4.132433333333333
2025-10-07,Neo-Soul,"R&B, Funk Calmo",1,222022,3.7003666666666666
2025-10-07,Rock Argentino,"Hard Rock, Heavy Blues",1,149640,2.494
2025-10-07,Indie Pop,"Jangle Pop, Post-Punk",1,507,0.00845
2025-10-08,Indie / Unmapped,Alternative / Various,7,848373,14.13955
2025-10-08,Urbano Latino,"Reggaeton, Trap Latino, Synth-Pop, Mambo",2,431418,7.190300000000001
2025-10-08,Rock Argentino,"Progressive Rock, Art Pop, Symphonic Rock",1,296648,4.944133333333333
2025-10-08,Urbano Latino,"Electro Funk, Alternative Trap, Hip-Hop",2,289211,4.8201833333333335
2025-10-08,Pop / R&B,"Trap, Contemporary R&B",1,267067,4.451116666666667
2025-10-08,Indie Rock,"Post-Punk, Space Rock, Noise Pop",1,233587,3.893116666666667
2025-10-08,Alternative Rock,"Funk Rock, Hard Rock",1,221440,3.6906666666666665
2025-10-08,Pop / R&B,"Dancehall, Trap R&B, Hip-Hop",1,215227,3.5871166666666667
2025-10-08,Post-Punk,"Gothic Rock, New Wave, Pop Rock",1,212533,3.5422166666666666
2025-10-08,Urbano Latino,"Hip-Hop, Funk Carioca, Boom Bap, Trap",4,198500,3.308333333333333
2025-10-08,French House,"Electronic, Synth-Pop, Nu-Disco",1,189274,3.1545666666666667
2025-10-08,Techno,"Progressive House, Trance, Electronic",1,136078,2.2679666666666667
2025-10-08,Art Pop,"Experimental Electronic, House",1,11286,0.1881
2025-10-08,Reggae,Roots Reggae,1,6520,0.10866666666666666
2025-10-08,Grunge,"Heavy Metal, Alternative Rock",1,6007,0.10011666666666667
2025-10-08,Rock Argentino,"Art Rock, Alternative Rock, Electronic Fusion",1,5618,0.09363333333333333
2025-10-08,Bedroom Pop,"Indie Pop, Chicano Batman Folk, Chicano R&B",1,3424,0.05706666666666667
2025-10-08,Alternative Hip-Hop,"Rap Rock, Urbano Latino, Fusion",2,3086,0.05143333333333333
2025-10-08,Indie Rock,"Lo-Fi, Noise Pop, Post-Punk",1,2737,0.045616666666666666
2025-10-09,Urbano Latino,"Reggaeton, Trap Latino, Synth-Pop, Mambo",15,1099618,18.326966666666667
2025-10-09,Urbano Latino,"Electro Funk, Alternative Trap, Hip-Hop",26,969030,16.1505
2025-10-09,Hyperpop,"Dance-Pop, Synth-Pop, Electronic",22,781753,13.029216666666667
2025-10-09,Indie / Unmapped,Alternative / Various,6,578350,9.639166666666666
2025-10-09,Dance-Pop,"Synth-Pop, Electro Pop",7,171238,2.8539666666666665
2025-10-09,Neo-Soul,"R&B, Funk Calmo",2,9191,0.15318333333333334
2025-10-09,Nuevo Flamenco,"Latin Alternative, Bolero Fusion, Experimental Pop",1,9084,0.1514
2025-10-10,Indie / Unmapped,Alternative / Various,8,1326611,22.11018333333333
2025-10-10,Rock Argentino,"Post-Punk, Hard Rock",8,810141,13.50235
2025-10-10,Rock Argentino,"Pop Rock, New Wave, Progressive Rock",5,682213,11.370216666666666
2025-10-10,Rock Argentino,"Hard Rock, Funk Rock, Folklore Rock",2,335967,5.59945
2025-10-10,Rock Argentino,"Progressive Rock, Art Pop, Symphonic Rock",4,300146,5.002433333333333
2025-10-10,Indie Rock,"Canción de Autor, Bedroom Pop",1,255998,4.266633333333333
2025-10-10,Funk / Hip-Hop,"Latin Funk, Rap Rock, R&B",2,241784,4.029733333333334
2025-10-10,Neo-Soul,"R&B, Funk Calmo",1,222023,3.7003833333333334
2025-10-10,Rock Uruguayo,"Ska Rock, Punk Rock",1,205533,3.42555
2025-10-10,Indie Rock,"Lo-Fi, Noise Pop, Post-Punk",1,131058,2.1843
2025-10-10,World Music,"Folk Latinoamericano, Acoustic Indie",1,35945,0.5990833333333333
2025-10-10,Indie Rock,"Art Rock, Alternative Rock",2,28397,0.47328333333333333
2025-10-10,Alternative Hip-Hop,"Rap Rock, Urbano Latino, Fusion",1,16346,0.27243333333333336
